date,label,fetch_ok,min_bt_50km,mean_bt_50km,cold_pixels_count,nearest_dist_km,storm_detected
2021-10-18,1,1,-49.657,-8.497,26,27.22,True
2021-10-19,0,1,-28.805,-2.785,0,,False
2021-10-20,0,1,-21.081,2.803,0,,False
2021-10-22,1,1,5.81,11.443,0,,False
2021-10-23,1,1,-26.528,-4.761,0,,False
2021-10-24,1,1,-27.217,-0.041,0,,False
2021-10-31,1,1,-45.453,-25.033,23,13.527,True
2021-11-02,0,1,-54.004,-46.11,490,2.165,True
2021-11-04,1,1,-22.404,-5.785,0,,False
2021-11-05,1,1,-55.716,-33.003,125,2.165,True
2021-11-09,0,1,-61.157,-27.235,75,16.609,True
2021-11-15,1,1,-37.179,-1.766,0,,False
2021-11-16,1,1,-35.475,-9.292,0,,False
2021-11-21,1,1,-57.724,-33.93,182,2.165,True
2021-11-25,0,1,-30.143,-0.221,0,,False
2021-11-28,0,1,-59.409,-49.655,430,9.345,True
2021-12-04,0,1,1.43,11.399,0,,False
2021-12-06,0,1,-27.032,3.86,0,,False
2022-01-11,0,1,20.36,21.578,0,,False
2022-01-14,0,1,1.97,13.087,0,,False
2022-01-16,0,1,6.022,12.666,0,,False
2022-01-18,0,1,11.601,14.675,0,,False
2022-01-21,0,1,23.07,25.018,0,,False
2022-01-23,0,1,22.866,25.069,0,,False
2022-01-29,0,1,7.433,16.074,0,,False
2022-02-09,0,1,-7.482,20.096,0,,False
2022-02-19,0,1,3.382,23.042,0,,False
2022-02-25,0,1,26.359,29.349,0,,False
2022-02-28,0,1,25.864,28.194,0,,False
2022-03-18,0,1,-6.045,17.745,0,,False
2022-03-20,1,1,-11.208,-3.378,0,,False
2022-03-26,0,1,9.028,12.601,0,,False
2022-03-28,0,1,18.246,23.297,0,,False
2022-03-30,0,1,6.565,20.435,0,,False
2022-03-31,0,1,12.65,21.573,0,,False
2022-04-02,0,1,11.315,16.95,0,,False
2022-04-11,0,1,-19.617,9.771,0,,False
2022-04-13,1,1,-2.875,8.862,0,,False
2022-04-14,1,1,-40.451,-6.219,4,42.633,True
2022-04-16,1,1,9.99,18.285,0,,False
2022-04-17,1,1,4.681,16.17,0,,False
2022-04-18,1,1,6.203,11.902,0,,False
2022-04-19,0,1,-17.656,8.154,0,,False
2022-04-23,0,1,-58.041,-27.468,167,5.279,True
2022-04-30,1,1,10.309,17.288,0,,False
2022-05-01,1,1,12.169,18.733,0,,False
2022-05-03,1,1,2.851,14.883,0,,False
2022-05-04,1,1,-14.965,14.712,0,,False
2022-05-05,1,1,-8.085,8.543,0,,False
2022-05-06,1,1,-7.659,13.72,0,,False
2022-05-07,1,1,-52.704,0.431,26,4.172,True
2022-05-08,1,1,-57.488,-10.099,37,6.728,True
2022-05-09,1,1,-56.248,-26.168,109,20.643,True
2022-05-13,1,1,-49.927,-23.359,153,2.165,True
2022-05-14,1,1,2.82,12.097,0,,False
2022-05-15,1,1,-68.601,-54.381,428,2.165,True
2022-05-16,1,1,-16.894,-0.285,0,,False
2022-05-18,1,1,-60.567,-39.737,211,2.165,True
2022-05-20,0,1,-3.278,2.647,0,,False
2022-05-30,1,1,9.291,12.775,0,,False
2022-06-01,0,1,-8.514,11.053,0,,False
2022-06-02,1,1,-24.015,2.195,0,,False
2022-06-03,1,1,14.246,16.139,0,,False
2022-06-04,1,1,3.507,14.174,0,,False
2022-06-05,1,1,-5.25,12.382,0,,False
2022-06-06,1,1,-33.308,7.453,0,,False
2022-06-07,0,1,-52.847,-37.015,222,2.165,True
2022-06-14,1,1,-47.936,-27.573,122,2.165,True
2022-06-16,1,1,-20.325,-9.402,0,,False
2022-06-17,1,1,-22.835,3.365,0,,False
2022-06-18,1,1,-58.041,-37.727,261,2.165,True
2022-06-19,1,1,-17.455,-1.993,0,,False
2022-06-20,1,1,-27.171,4.322,0,,False
2022-06-23,0,1,-57.961,-52.641,493,2.165,True
2022-06-26,0,1,-53.278,-32.329,113,18.181,True
2022-07-01,0,1,-8.085,5.675,0,,False
2022-07-10,0,1,-21.251,-8.314,0,,False
2022-07-19,0,1,-25.395,2.65,0,,False
2022-07-21,1,1,1.78,5.777,0,,False
2022-07-27,1,1,-3.648,10.406,0,,False
2022-07-28,1,1,8.263,11.991,0,,False
2022-07-29,1,1,-58.439,3.538,13,36.339,True
2022-07-30,1,1,8.145,11.099,0,,False
2022-08-01,1,1,-10.215,4.037,0,,False
2022-08-02,1,1,-64.496,-29.184,181,2.878,True
2022-08-03,1,1,-57.253,-21.872,113,16.468,True
2022-08-07,0,1,-54.077,-46.094,433,2.165,True
2022-08-08,0,1,-52.633,-36.537,238,2.165,True
2022-08-14,0,1,-68.902,-55.634,490,2.165,True
2022-08-15,0,1,-55.943,-37.662,212,4.127,True
2022-08-16,0,1,8.293,11.529,0,,False
2022-08-17,0,1,-32.502,6.475,0,,False
2022-08-20,0,1,-57.645,-43.545,346,2.165,True
2022-08-21,1,1,-14.654,-3.625,0,,False
2022-08-25,0,1,-15.668,2.954,0,,False
2022-08-26,1,1,-33.359,-2.521,0,,False
2022-08-27,1,1,-47.096,-16.073,10,39.343,True
2022-08-29,1,1,-47.353,-17.424,12,6.728,True
2022-08-30,1,1,-24.546,-5.246,0,,False
2022-08-31,1,1,-75.203,-34.655,237,2.165,True
2022-09-01,1,1,-58.359,-17.805,43,18.027,True
2022-09-03,1,1,-33.106,3.534,0,,False
2022-09-04,1,1,-22.361,6.841,0,,False
2022-09-05,1,1,0.309,16.682,0,,False
2022-09-06,1,1,-12.969,6.066,0,,False
2022-09-08,0,1,-65.417,-57.951,493,2.165,True
2022-09-11,0,1,-65.138,-37.29,226,2.165,True
2022-10-02,0,1,-62.972,-52.627,430,2.165,True
2022-10-03,0,1,-72.478,-59.048,419,2.165,True
2022-10-05,0,1,-71.932,-67.047,493,2.165,True
2022-10-09,1,1,-59.084,-30.232,171,15.047,True
2022-10-10,1,1,-60.819,-46.287,344,2.165,True
2022-10-11,1,1,-54.445,0.107,12,42.218,True
2022-10-13,1,1,-1.878,9.126,0,,False
2022-10-14,1,1,3.879,11.619,0,,False
2022-10-15,1,1,-11.134,8.557,0,,False
2022-10-16,1,1,-2.442,6.947,0,,False
2022-10-17,1,1,-27.448,4.696,0,,False
2022-10-18,1,1,-22.017,-7.83,0,,False
2022-10-19,1,1,-9.85,8.367,0,,False
2022-10-20,1,1,-22.966,4.366,0,,False
2022-10-30,0,1,-11.023,4.147,0,,False
2022-11-04,0,1,6.022,9.323,0,,False
2022-11-05,0,1,1.843,10.653,0,,False
2022-11-07,0,1,15.788,17.89,0,,False
2022-11-17,0,1,-10.765,19.072,0,,False
2022-11-20,0,1,-58.359,-40.845,316,2.165,True
2022-11-23,0,1,-47.871,-5.4,31,32.19,True
2022-11-28,0,1,8.056,13.353,0,,False
2022-12-04,0,1,-21.846,14.047,0,,False
2022-12-05,0,1,-23.751,8.328,0,,False
2022-12-11,0,1,-36.534,0.387,0,,False
2022-12-14,0,1,-58.922,-35.448,250,2.165,True
2022-12-26,0,1,-8.085,2.275,0,,False
2023-01-06,0,1,5.475,13.545,0,,False
2023-01-07,0,1,8.646,14.241,0,,False
2023-01-12,0,1,24.689,26.15,0,,False
2023-02-12,0,1,10.048,27.057,0,,False
2023-02-13,0,1,25.166,26.849,0,,False
2023-02-23,0,1,26.779,28.544,0,,False
2023-02-26,0,1,25.764,27.818,0,,False
2023-02-27,0,1,25.091,27.34,0,,False
2023-03-10,0,1,-37.939,-0.11,0,,False
2023-03-11,0,1,25.59,27.799,0,,False
2023-03-14,0,1,22.892,25.245,0,,False
2023-03-15,0,1,21.814,23.866,0,,False
2023-03-22,0,1,-16.378,3.526,0,,False
2023-03-28,0,1,13.689,24.736,0,,False
2023-04-10,0,1,22.943,25.867,0,,False
2023-04-11,0,1,26.359,29.382,0,,False
2023-04-13,0,1,28.442,30.635,0,,False
2023-04-20,0,1,17.442,23.639,0,,False
2023-04-21,0,1,12.481,19.329,0,,False
2023-04-24,0,1,5.445,11.361,0,,False
2023-05-31,0,1,-2.176,11.075,0,,False
2023-06-02,0,1,-5.872,9.547,0,,False
2023-06-04,0,1,-35.581,-7.783,0,,False
2023-06-05,0,1,-43.858,-5.313,3,46.901,True
2023-06-19,0,1,-61.84,-54.01,493,2.165,True
2023-07-22,0,1,-50.676,-40.842,306,2.165,True
2023-07-23,0,1,-33.056,-18.528,0,,False
2023-08-02,0,1,-42.247,-27.169,26,26.331,True
2023-08-07,0,1,-42.483,-8.84,1,48.25,True
2023-08-08,0,1,-68.701,-62.447,493,2.165,True
2023-08-10,0,1,-50.952,-31.12,148,2.165,True
2023-08-20,0,1,-55.189,-12.416,88,4.127,True
2023-08-25,0,1,-67.125,-23.5,99,26.585,True
2023-08-29,0,1,-45.019,-5.457,13,34.786,True
2023-08-30,0,1,5.718,11.411,0,,False
2023-10-14,0,1,-15.629,12.122,0,,False
2023-10-21,0,1,3.786,12.829,0,,False
2023-10-25,0,1,20.386,23.784,0,,False
2023-10-29,0,1,3.32,9.053,0,,False
2023-11-02,0,1,-59.82,-38.947,284,2.165,True
2023-11-03,0,1,-43.196,-6.931,3,48.451,True
2023-11-11,0,1,11.458,18.014,0,,False
2023-11-27,0,1,4.527,7.861,0,,False
2023-12-07,0,1,-29.663,-7.233,0,,False
2023-12-15,0,1,-5.044,5.811,0,,False
2024-01-03,0,1,-10.913,-1.388,0,,False
2024-01-11,0,1,-17.375,14.391,0,,False
2024-01-16,0,1,-4.429,21.674,0,,False
2024-01-22,0,1,19.202,23.422,0,,False
2024-02-07,0,1,26.087,28.833,0,,False
2024-03-06,0,1,3.6,23.116,0,,False
2024-03-12,0,1,22.534,24.911,0,,False
2024-03-14,0,1,11.0,17.643,0,,False
2024-03-28,0,1,25.714,29.698,0,,False
2024-03-30,0,1,20.333,28.273,0,,False
2024-04-04,0,1,26.037,31.391,0,,False
2024-04-14,0,1,23.223,26.88,0,,False
2024-04-18,0,1,-46.017,6.876,6,32.484,True
2024-04-21,0,1,-10.288,15.699,0,,False
2024-05-12,1,1,4.466,11.596,0,,False
2024-05-16,0,1,-49.59,-27.268,132,11.105,True
2024-05-29,0,1,-54.298,-22.575,72,3.756,True
2024-05-30,0,1,-0.436,4.94,0,,False
2024-06-02,1,1,-20.116,10.577,0,,False
2024-06-03,1,1,-58.6,-34.771,218,2.878,True
2024-06-08,1,1,-14.268,4.402,0,,False
2024-06-11,0,1,-46.142,-25.045,24,23.064,True
2024-06-13,0,1,-23.795,-1.608,0,,False
2024-06-15,0,1,-62.099,-52.855,490,2.165,True
2024-06-22,0,1,-63.772,-41.086,295,2.878,True
2024-06-23,0,1,-31.905,3.521,0,,False
2024-06-24,0,1,-50.745,-27.86,149,4.172,True
2024-06-26,0,1,-61.668,-47.896,468,2.165,True
2024-07-03,0,1,-56.402,-26.4,150,19.604,True
2024-07-05,0,1,-31.067,-3.908,0,,False
2024-07-09,1,1,-59.82,-46.181,369,2.165,True
2024-07-13,0,1,-53.134,-23.033,90,25.814,True
2024-07-14,0,1,-55.64,-43.302,363,14.358,True
2024-07-26,0,1,-55.489,-50.708,493,2.165,True
2024-07-27,0,1,-56.942,-41.016,271,2.165,True
2024-07-28,0,1,-7.943,6.708,0,,False
2024-10-02,0,1,0.951,12.82,0,,False
2024-10-03,1,1,-50.676,-6.867,41,24.816,True
2024-10-04,1,1,-57.098,-34.842,189,2.165,True
2024-10-05,1,1,-41.895,-5.395,1,49.104,True
2024-10-06,1,1,-50.131,-34.36,152,6.048,True
2024-10-11,1,1,-0.729,6.353,0,,False
2024-10-20,1,1,-2.675,7.597,0,,False
2024-10-21,1,1,-35.423,3.138,0,,False
2024-10-22,1,1,-2.675,8.011,0,,False
2024-10-23,1,1,8.352,11.862,0,,False
2024-10-24,1,1,-46.395,-22.458,41,23.389,True
2024-10-29,0,1,4.373,10.925,0,,False
2024-10-30,0,1,-1.713,7.255,0,,False
2024-10-31,1,1,3.6,10.72,0,,False
2024-11-03,1,1,9.758,13.198,0,,False
2024-11-14,0,1,-48.395,-11.06,11,20.816,True
2024-11-16,1,1,-3.784,7.48,0,,False
2024-11-18,0,1,-34.486,10.342,0,,False
2024-11-22,0,1,16.007,21.442,0,,False
2024-11-25,0,1,-46.079,-10.242,6,33.987,True
2024-12-02,1,1,-65.139,-18.868,93,26.763,True
2024-12-03,1,1,-20.492,-5.271,0,,False
2024-12-24,0,1,7.074,8.975,0,,False
2025-01-02,0,1,-48.923,-7.719,40,16.339,True
2025-01-03,0,1,-7.73,17.2,0,,False
2025-01-08,0,1,21.788,23.739,0,,False
2025-01-10,0,1,9.028,13.722,0,,False
2025-01-15,0,1,-20.955,-8.665,0,,False
2025-01-16,0,1,12.763,16.889,0,,False
2025-01-22,0,1,18.353,20.438,0,,False
2025-02-08,0,1,16.524,22.21,0,,False
2025-02-17,0,1,25.216,27.925,0,,False
2025-02-19,0,1,25.888,28.041,0,,False
2025-02-21,0,1,24.488,25.995,0,,False
2025-02-23,0,1,20.438,24.524,0,,False
2025-02-27,0,1,20.725,24.144,0,,False
2025-03-05,0,1,-55.64,-24.39,92,17.782,True
2025-03-08,0,1,25.065,29.134,0,,False
2025-03-10,0,1,24.035,27.248,0,,False
2025-03-12,0,1,12.084,17.622,0,,False
2025-03-15,0,1,28.563,31.595,0,,False
2025-03-16,0,1,24.136,29.439,0,,False
2025-03-23,1,1,3.444,12.759,0,,False
2025-03-24,1,1,11.258,19.572,0,,False
2025-03-25,0,1,17.604,23.253,0,,False
2025-03-29,0,1,25.888,28.434,0,,False
2025-04-01,0,1,7.789,18.636,0,,False
2025-04-04,1,1,4.773,15.066,0,,False
2025-04-12,1,1,18.406,20.653,0,,False
2025-04-15,1,1,-10.95,17.389,0,,False
2025-04-16,0,1,-5.044,13.626,0,,False
2025-04-17,1,1,17.657,19.881,0,,False
2025-04-19,1,1,-26.757,2.988,0,,False
2025-04-21,1,1,15.569,21.299,0,,False
2025-05-02,1,1,-2.01,11.759,0,,False
2025-05-03,1,1,-20.116,13.056,0,,False
2025-05-08,0,1,8.793,16.309,0,,False
2025-05-12,0,1,12.622,17.612,0,,False
2025-05-13,1,1,-42.601,8.635,3,43.129,True
2025-05-14,1,1,-28.053,0.172,0,,False
2025-05-15,1,1,-25.35,6.905,0,,False
2025-05-16,1,1,-1.023,10.986,0,,False
2025-05-17,1,1,-44.834,-11.708,11,8.461,True
2025-05-18,1,1,-24.28,-0.015,0,,False
2025-05-19,1,1,-67.906,-59.117,481,2.165,True
2025-05-20,0,1,-62.185,-50.78,441,2.165,True
2025-05-22,0,1,-56.172,-31.248,110,2.878,True
2025-05-26,0,1,-29.233,-6.447,0,,False
2025-05-30,0,1,-37.179,-17.84,0,,False
2025-05-31,0,1,-35.739,-18.259,0,,False
2025-06-01,0,1,-6.813,12.455,0,,False
2025-06-11,1,1,-66.263,-61.387,493,2.165,True
2025-06-12,0,1,-36.856,-6.519,0,,False
2025-06-16,0,1,-33.512,-12.767,0,,False
2025-06-22,0,1,-58.761,-51.569,491,2.165,True
2025-06-23,0,1,-53.858,-37.873,145,25.814,True
2025-06-28,0,1,-33.869,-0.288,0,,False
2025-07-04,0,1,-34.434,-9.68,0,,False
2025-07-10,0,1,-50.54,-4.803,25,33.118,True
2025-07-13,0,1,-49.256,-35.416,206,2.165,True
2025-07-22,0,1,-30.288,-12.125,0,,False
2025-07-24,0,1,-34.901,-21.04,0,,False
2025-07-31,0,1,-40.281,-22.425,1,44.864,True
2025-08-04,1,1,-9.342,5.146,0,,False
2025-08-07,1,1,-53.858,-30.221,187,2.165,True
2025-08-10,1,1,-31.756,-15.441,0,,False
2025-08-11,0,1,-31.214,-12.673,0,,False
2025-08-14,0,1,-38.268,-23.091,0,,False
2025-08-15,0,1,-21.975,1.006,0,,False
2025-08-18,0,1,-51.926,-33.826,75,27.276,True
2025-08-22,0,1,-40.737,-17.445,2,47.817,True
2025-08-23,1,1,-62.621,-46.841,437,2.165,True
2025-08-25,0,1,-52.562,-26.084,137,2.165,True
2025-08-26,0,1,-48.002,-11.844,30,19.103,True
2025-08-29,1,1,-61.754,-45.896,373,2.165,True
2025-09-01,0,1,-58.44,-43.063,355,2.165,True
2025-09-02,1,1,-48.395,-27.414,27,19.159,True
2025-09-05,1,1,-41.371,-2.244,8,31.734,True
2025-09-11,1,1,-56.096,-41.091,318,2.165,True
2025-09-12,0,1,-59.328,-41.921,296,2.165,True
2025-09-18,1,1,2.632,7.922,0,,False
2025-09-19,1,1,-55.868,-24.619,97,9.452,True
2025-09-22,0,1,-56.787,-31.702,228,6.048,True
2025-10-03,1,1,-19.95,1.799,0,,False
2025-10-04,1,1,-58.28,-48.194,475,2.165,True
2025-10-10,1,1,-33.207,0.917,0,,False
2025-10-11,1,1,-36.375,6.763,0,,False
2025-10-17,1,,,,,,0
2025-10-19,1,,,,,,0
2025-10-21,1,,,,,,0
2025-10-29,0,,,,,,0
2025-11-01,0,,,,,,0
2025-11-03,0,,,,,,0
2025-11-05,0,,,,,,0
2025-11-14,0,,,,,,0
2025-11-15,0,,,,,,0
2025-11-25,0,,,,,,0
2025-11-27,0,1,-48.989,-27.609,103,4.127,True
2025-12-01,0,1,2.976,7.598,0,,False
2025-12-10,0,1,17.791,20.929,0,,False
2025-12-15,0,1,21.659,23.188,0,,False
2025-12-21,0,1,-2.475,18.024,0,,False
2025-12-24,0,1,19.783,21.791,0,,False
2025-12-30,0,1,14.799,19.017,0,,False
